idregion,iddistrict,idcouncil,idchiefdom,idsection,idtown
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,MAKPELE,KENGO,GBAHAMA (MAKPELE)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,MAKPELE,SAMAGBAY,NDOMBU (MAKPELE)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,KHOLIFA ROWALA,BO ROAD,BATHMORIE/MAGBURAKA (KHOLIFA ROWALA)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,NEW YOURK,NEW YOURK (WATERLOO RURAL)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,YAMS FARM,YAMS FARM (WATERLOO RURAL)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST II,MOUNT AUREOL,MOUNT AUREOL (EAST II)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MARA,KIAMP KAKOLO,MADORA (MARA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MARA,MARA,MAGBANSOR (MARA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MARA,KIAMP KAKOLO,KIAMP KAKOLO (MARA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MARA,MANEWA,MAMARIA (MARA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,ALLEN TOWN,OROGU (EAST III)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,NJALA MOKONDE (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,MOSONGO (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,MOSONGO NEW (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,TANINIHUN (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,NJALA (KORI)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,MOKABA,NJALA MOKONDEH (KORI)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KAMASONDO,PEPEL (KAMASONDO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,KULAWUMA,GBAAMA (TUNKIA)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GEGBWEMA,GEGBWEMA (TUNKIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,BENIA,MANGAY (SANDA LOKO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,TANINAHUN,MOIBAYEAMA (TUNKIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,BIENNIAL,PINTIKILIE (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,GBONKO,ROGBONKO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,ROTHATHA,TEMBU (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,ROTHATHA,ROTHATHA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,ROTHATHA,YAINKASSA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KAINDEMA,MANKALA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KAINDEMA,KAINDEMA (SANDA LOKO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GIEWOMA,TIJOYIEMA (TUNKIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,AMINA,ROGBALAN (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,AMINA,AMINA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAKAPA,PATIFU FULLAH (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,AMINA,MADINA FULLAH (SANDA LOKO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GIEWOMA,FAYIEMA (TUNKIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KAINDEMA,KUNTHAI (SANDA LOKO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,JEWAHUN,JAO-TUNKIA (TUNKIA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,AMINA,ROCHAIN (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,AMINA,ROCHAIN KATHOLU (SANDA LOKO)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,JEWAHUN,JEWAHUN (TUNKIA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,LOWER BANTA,GBANGBATOKE,MOGBOMO (LOWER BANTA)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,LOWER BANTA,NGOLALA,MOYORGBO (LOWER BANTA)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,JEWAHUN,KAMASU (TUNKIA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,YOGOMAIA,YOGOMAIA - KABALA (SENGBE)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GEIWOMA,BORBU (TUNKIA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,BENDUGU,ISMAIA (SENGBE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,YOGOMAIA,YOGOMAIA (SENGBE)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GIEWOMA,GIEWAHUN (TUNKIA)
EASTERN,KENEMA,KENEMA DISTRICT,GORAMA MENDE,FAMANJO,BAMBA KAYIMA (GORAMA MENDE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,YOGOMAIA,YOGOMAIAI (SENGBE)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GIEWOMA,NGIEWAHUN (TUNKIA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,BILIMAIA,YOGOMAIA KABALA (SENGBE)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,KULAWUMA,GBAMAYAMA (TUNKIA)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,GIEWOMA,GBEWORBU (TUNKIA)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,DARU,NYEMINGA (TUNKIA)
EASTERN,KENEMA,KENEMA DISTRICT,TUNKIA,NGEAWOMA,MANI (TUNKIA)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,SOSO TOWN (KOIDU CITY)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,KABALA CENTRAL,KABALA CENTRAL (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,BILIMAIA,KABALA BILIMAIA (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,KABALA (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,KABALA ISMAIA ROAD (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,KATHOMBO LL,KATHOMBO II (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,KATHOMBO (WARA WARA YAGALA)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,ONE MILE,ONE MILE (WARA WARA YAGALA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,LUAWA,GBELLA,GBALAHUN (LUAWA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,LUAWA,MOFINDOR,NYANYAHUN (LUAWA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,GBANTI,ROCHAIN,ROCHAIN (GBANTI)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,SENTHAI,SENTHAI (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MANATHIE,KUMBU (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAHARIBO,MACHOWO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAHARIBO,MAHARIBO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAKWIE LOKO,KAWALAY LIMBA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAKWIE LOKO,KAKENDEMA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAKWIE LOKO,KADUBAYA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAKWIE LOKO,MAKWIE LOKO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MADINA,MOYAMBAWAR (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,LAMINAYA,KAMPALA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KINDIA,LAIYA LOKO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KINDIA,LAIYA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,LAMINAYA,LAMINAYA LOKO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,LAMINAYA,LAMINAYA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAHARIBO,MASOWA (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,MAPRIWAHUN,MAPRIWAHUN (SANDA LOKO)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,BILLIMAIA (WARA WARA YAGALA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KINDA,KINDIA LOKO (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KINDIA,MOSORTIE (SANDA LOKO)
NORTH WESTERN,KARENE,KARENE DISTRICT,SANDA LOKO,KINDA,MANAHUA (SANDA LOKO)
SOUTHERN,BO,BO DISTRICT,BADJIA,DAMAI,NGELEHUN (BADJIA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BOMBALI SEBORA,KAGBARA ROKOM,MAKAMBO (BOMBALI SEBORA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MAGBEMA,ROBAT,MAGBETHIE (MAGBEMA)
NORTH WESTERN,KAMBIA,KAMBIA DISTRICT,MAGBEMA,ROBAT,ROPONKA (MAGBEMA)
SOUTHERN,BO,BO DISTRICT,BONGOR,UPPER BAIMBA,SULEHUN (BONGOR)
SOUTHERN,BO,BO DISTRICT,BONGOR,LOWER BAIMBA,BUMA (BONGOR)
SOUTHERN,BO,BO DISTRICT,BONGOR,LOWER BAIMBA,KPAKUMA (BONGOR)
SOUTHERN,BO,BO DISTRICT,BONGOR,LOWER BAIMBA,KANDOR (BONGOR)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,DIANG,SOKURALA SECTION,KANSIKORO (DIANG)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,LOWER KAMADUGU 1,NAFAGY (SENGBE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,SENGBE,BENDUGU,YORMANDUGU (SENGBE)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,TANE,MATOTOKA,MATHAINKAY (TANE)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,SOWA,SAABA2,LOWOMA (SOWA)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,SOWA,VAWAHUN,VAWAHUN (SOWA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KOYA,MAHERA,MAGBANKU (KOYA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,UPPER NGIEBU,MADINA (JAWIE)
NORTHERN,BOMBALI,BOMBALI DISTRICT,BIRIWA,BUMBANDAIN,BUMBANDAIN (BIRIWA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,UPPER NGIEBU,WILLOR (JAWIE)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,MANO,GBAJORMA (JAWIE)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,LOWER NGIEBU,MAMABU (JAWIE)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,MANO,NYANYAGOHUN (JAWIE)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,MANO,KORTUMA (JAWIE)
SOUTHERN,BO,BO DISTRICT,BADJIA,NOMIAMA,NOMIAMA (BADJIA)
SOUTHERN,BO,BO DISTRICT,BAGBWE(BAGBE),NYALLAY,KOWAMA (BAGBWE(BAGBE))
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KATONGHA,KATONGHA (KAMASONDO)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,LOKOMASAMA,KATONGHA,KATONGHA (LOKOMASAMA)
EASTERN,KONO,KONO DISTRICT,FIAMA,DUMBIA,YEKEYOR (FIAMA)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,BULUM (KOIDU CITY)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,MARAKA COMPOUND (KOIDU CITY)
EASTERN,KONO,KONO DISTRICT,SOA,KOOKONGOKUMA,GBAYOH (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,KOOKONGOKUMA,MEIDU (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,KOOKONGOKUMA,FAAMA (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,SAWA BULMA,DEYOR (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,SAWA BUMA,GBONGEIMA (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,MAINDU,KOUNDOR (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,SAWA BUMA,BABNDASUMA (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,KOOAGUAKUMA,TAIDU (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,KOOKONGOKUMA,SAADU (SOA)
EASTERN,KONO,KONO DISTRICT,SOA,SAWA FIAMA,MAAH (SOA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,MAGBAIMBA NDORWAHUN,MAMUKAY,MANDIRO VILLAGE (MAGBAIMBA NDORWAHUN)
NORTHERN,BOMBALI,BOMBALI DISTRICT,N'GOWAHUN,MAMUKAY,MAPEMA (N'GOWAHUN)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,TANE,MATOTOKA,MAYAN (TANE)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,TANE,MATOTOKA,MAKONA (TANE)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,DIANG,KADABIE SECTION,LENGEKORO (DIANG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,NJALUAHUN,UPPER NYAWA,FEIJA (NJALUAHUN)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,NJALUAHUN,KEIMAYA,YIEKADOR (NJALUAHUN)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,FAKUNYA,TULLU,NYANDEHUN (FAKUNYA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,N'GOWAHUN,MAKAIHITEH,MAKORWOR (N'GOWAHUN)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,NJALUAHUN,UPPER NYAWA,YENDEMA (NJALUAHUN)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,NJALUAHUN,KEIMAYA,MENDEKELEMA (NJALUAHUN)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,UPPER POKOLI,TAIDU (KISSI TONGI)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,BENDE BENGU,SONDOKOLO BENDU (KISSI TONGI)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,UPPER KONIO,KONDORMA (KISSI TONGI)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,UPPER KONIO,KAMAKPONDU (KISSI TONGI)
SOUTHERN,BO,BO DISTRICT,VALUNIA,YARLENGA SECTION,GORAHUN (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,YARLENGA SECTION,JALLO (VALUNIA)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,BENDEHBUNGU,YEAKPADU (KISSI TONGI)
SOUTHERN,BO,BO DISTRICT,VALUNIA,YARLENGA SECTION,NJAGBEMA TAMBIE (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,VANJELU,KUNDORMA (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,KOYEIMA (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,PELEWAHUN (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,GUMAHUN (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,NYANDEHUN (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,KPETEMA (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,LUNIA,TENDEBU (VALUNIA)
SOUTHERN,BO,BO DISTRICT,VALUNIA,DELENGA SECTION,BAOMAHUN (VALUNIA)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST III,LUMLEY,MALAMA (WEST III)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,YABAIMA (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,KPAYEH (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,UPPER BUMASADU,YELENDU (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TONGI,BENDE BENGU,SANDIA (KISSI TONGI)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,MAAH (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,UPPER LELA,YENDEH (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,BAYAMA (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,KPETEMA (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,BUMASSADOU,BAOMA KUKUMA (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,FOWA (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LELA,LEOBENGU (KISSI TENG)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,KISSI TENG,LOWER KONIO,WEIMA (KISSI TENG)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,WEST I,KINGTOM,JANET LANE (WEST I)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,GALLINESS,DAKONA,TOSSOR (GALLINESS)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,GALLINESS,PELEGBLOR SECTION,KPOWUBU (GALLINESS)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,GALLINESS,JAKEMA SECTION,FAYAMA (GALLINESS)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,GALLINESS,UPPER JAKEMA SECTION,KOWUBU (GALLINESS)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,TANKORO,MANJAMADU (KOIDU CITY)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,KAIO,GANDORHUN (JAWIE)
NORTHERN,BOMBALI,BOMBALI DISTRICT,GBANTI,MASUBA,MATENGHA (GBANTI)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,TANKORO,NO. 9 (KOIDU CITY)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,WATERLOO RURAL,GRASS FIELD,34 MISSION STREET (WATERLOO RURAL)
EASTERN,KENEMA,KENEMA DISTRICT,KANDU LEPPIAMA,SONNIE,MASSAHUN (KANDU LEPPIAMA)
EASTERN,KENEMA,KENEMA DISTRICT,KANDU LEPPIAMA,SONNIE,GBADO (KANDU LEPPIAMA)
EASTERN,KENEMA,KENEMA DISTRICT,KANDU LEPPIAMA,GBORO,TANINAHUN (KANDU LEPPIAMA)
EASTERN,KENEMA,KENEMA DISTRICT,KANDU LEPPIAMA,SONNIE,BANDA (KANDU LEPPIAMA)
EASTERN,KENEMA,KENEMA DISTRICT,KANDU LEPPIAMA,SONNIE,DEIGEH (KANDU LEPPIAMA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAFFU BULLOM,FORONKOYA,BENKEH (KAFFU BULLOM)
EASTERN,KAILAHUN,KAILAHUN DISTRICT,JAWIE,KAIO,KAMBAMA (JAWIE)
WESTERN,WESTERN AREA URBAN,FREETOWN CITY,EAST III,KISSY,THUNDER HILL (EAST III)
EASTERN,KONO,KONO DISTRICT,FIAMA,DUMBIA,PAIMA (FIAMA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,LOKOMASAMA,GBAINTY,KALANGBA JUNCTION (LOKOMASAMA)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,NIAWA,LALEHUN (LOWER BAMBARA)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,TONGOLA,DONDOMA TONGO (LOWER BAMBARA)
EASTERN,KENEMA,KENEMA DISTRICT,LOWER BAMBARA,KORJIE NGIEYA,MANO NGIEYA (LOWER BAMBARA)
EASTERN,KONO,KOIDU-NEW SEMBEHUN CITY,KOIDU CITY,MOINDEFEH,OLD YENGEMA RD (KOIDU CITY)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,PANGA,PANGA,YONNI TOWN (PANGA)
NORTHERN,BOMBALI,BOMBALI DISTRICT,GBANTI,TIMBO,JALLOH DRIVE (GBANTI)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MARAMPA,MAWULAY SECTION,MABLA (MARAMPA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,KAMASONDO,KAMASONDO,MALAP (KAMASONDO)
SOUTHERN,BO,BO CITY,BO TOWN,NEW  ENGLAND,SAMI (BO TOWN)
SOUTHERN,BO,BO CITY,BO TOWN,GEOMA  1,BO /TAIAMA HIGHWAY (BO TOWN)
SOUTHERN,BO,BO CITY,BO TOWN,KISSY TOWN,KISSY TOWN (BO TOWN)
NORTHERN,KOINADUGU,KOINADUGU DISTRICT,WARA WARA YAGALA,YAGALA,ALUSAINIYA (WARA WARA YAGALA)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MAFORKI,BATHPOLON,ROGBERE JUNCTION (MAFORKI)
NORTH WESTERN,PORT LOKO,PORT LOKO DISTRICT,MAFORKI,BATHPOLON,LUNGI- KOROMA (MAFORKI)
SOUTHERN,PUJEHUN,PUJEHUN DISTRICT,PANGA,BAKOI,FULAWAHUN (PANGA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAKENI ROKEFULLAH,MAKENI ROKEFULLAH (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAKENI ROKEFULLAH,ROMANO YONI (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,RONURIE (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,MAMANKARA (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,ROKONTHA (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,MAFALLAH (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,PETU GBANEH (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,MALANCHOR (YONI MABANTA)
EASTERN,KONO,KONO DISTRICT,GBENSE,BAFINFEH,WAIDU (GBENSE)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,MAKONDU (YONI MABANTA)
EASTERN,KONO,KONO DISTRICT,GBENSE,BAFINFEH,GBANGARU (GBENSE)
NORTH WESTERN,KARENE,KARENE DISTRICT,SELLA LIMBA,MAGBONKONIE 2,KADAIMBA (SELLA LIMBA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MALANCHOR,ROBARRIE (YONI MABANTA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SELLA LIMBA,MAGBONKONIE 2,KAMAKONIE (SELLA LIMBA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAKENI ROKEFULLAH,ROMANO (YONI MABANTA)
NORTH WESTERN,KARENE,KARENE DISTRICT,SELLA LIMBA,MAGBONKONIE 1,KAKISSIE (SELLA LIMBA)
EASTERN,KENEMA,KENEMA CITY,KENEMA CITY,GBO-KAKAJAMA,"KPETEMA, SHELLMINGO (KENEMA CITY)"
EASTERN,KENEMA,KENEMA CITY,KENEMA CITY,GBO-KAKAJAMA,TORKPOMBU II (KENEMA CITY)
EASTERN,KENEMA,KENEMA CITY,KENEMA CITY,GBO-KAKAJAMA,KAMARA TOWN (KENEMA CITY)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,MADINA (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,MAGBASSA (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,ROLINE KASANA BANA (YONI MABANTA)
NORTHERN,TONKOLILI,TONKOLILI DISTRICT,YONI MABANTA,MAYIRA,MAYIRA (YONI MABANTA)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,BENGOYAMA (SANDOR)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,FOEMAGADU (SANDOR)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,KAYIMA (SANDOR)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,BAUDU (SANDOR)
SOUTHERN,MOYAMBA,MOYAMBA DISTRICT,KORI,BAI LAGOR,BAI LARGO (KORI)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,KAMBAYA (SANDOR)
EASTERN,KONO,KONO DISTRICT,SANDOR,YAWATANDA,WOENBADU (SANDOR)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,KOYA RURAL,ROKUNDOH,ROKUNDOH (KOYA RURAL)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,KOYA RURAL,KARGBATH,ROGBANEH (KOYA RURAL)
WESTERN,WESTERN AREA RURAL,WESTERN AREA RURAL DISTRICT,KOYA RURAL,LOVERS CORNER,SAND SAND WATER (KOYA RURAL)
